*******************************************************************************
 Revised: July 31, 2013                  Sun                                 10

 PHYSICAL PROPERTIES (updated 2018-Aug-15):
  GM, km^3/s^2          = 132712440041.93938  Mass, 10^24 kg        = ~1988500
  Vol. mean radius, km  = 695700              Volume, 10^12 km^3    = 1412000
  Solar radius (IAU)    = 696000 km           Mean density, g/cm^3  = 1.408
  Radius (photosphere)  = 696500 km           Angular diam at 1 AU  = 1919.3"
  Photosphere temp., K  = 6600 (bottom)       Photosphere temp., K  = 4400(top)
  Photospheric depth    = ~500 km             Chromospheric depth   = ~2500 km
  Flatness, f           = 0.00005             Adopted sid. rot. per.= 25.38 d
  Surface gravity       =  274.0 m/s^2        Escape speed, km/s    =  617.7
  Pole (RA,DEC), deg.   = (286.13, 63.87)     Obliquity to ecliptic = 7.25 deg.
  Solar constant (1 AU) = 1367.6 W/m^2        Luminosity, 10^24 J/s = 382.8
  Mass-energy conv rate = 4.260 x 10^9 kg/s   Effective temp, K     = 5772
  Sunspot cycle         = 11.4 yr             Cycle 24 sunspot min. = 2008 A.D.

  Motion relative to nearby stars = apex : R.A.= 271 deg.; DEC.= +30 deg.
                                    speed: 19.4 km/s (0.0112 au/day)
  Motion relative to 2.73K BB/CBR = apex : l= 264.7 +- 0.8; b= 48.2 +- 0.5 deg.
                                    speed: 369 +-11 km/s
*******************************************************************************


*******************************************************************************
Ephemeris / WWW_USER Sat Jan  8 06:02:04 2022 Pasadena, USA      / Horizons    
*******************************************************************************
Target body name: Sun (10)                        {source: DE441}
Center body name: Earth (399)                     {source: DE441}
Center-site name: (user defined site below)
*******************************************************************************
Start time      : A.D. 2022-Jan-08 00:00:00.0000 UT      
Stop  time      : A.D. 2022-Feb-07 00:00:00.0000 UT      
Step-size       : 5 minutes
*******************************************************************************
Target pole/equ : IAU_SUN                         {East-longitude positive}
Target radii    : 696000.0 x 696000.0 x 696000.0 k{Equator, meridian, pole}    
Center geodetic : 301.500100,-34.333200,1.059E-12 {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 301.500100,5272.50139,-3577.028 {E-lon(deg),Dxy(km),Dz(km)}
Center pole/equ : ITRF93                          {East-longitude positive}
Center radii    : 6378.1 x 6378.1 x 6356.8 km     {Equator, meridian, pole}    
Target primary  : Sun
Vis. interferer : MOON (R_eq= 1737.400) km        {source: DE441}
Rel. light bend : Sun, EARTH                      {source: DE441}
Rel. lght bnd GM: 1.3271E+11, 3.9860E+05 km^3/s^2                              
Atmos refraction: NO (AIRLESS)
RA format       : HMS
Time format     : CAL 
RTS-only print  : NO       
EOP file        : eop.220106.p220401                                           
EOP coverage    : DATA-BASED 1962-JAN-20 TO 2022-JAN-06. PREDICTS-> 2022-MAR-31
Units conversion: 1 au= 149597870.700 km, c= 299792.458 km/s, 1 day= 86400.0 s 
Table cut-offs 1: Elevation (-90.0deg=NO ),Airmass (>38.000=NO), Daylight (NO )
Table cut-offs 2: Solar elongation (  0.0,180.0=NO ),Local Hour Angle( 0.0=NO )
Table cut-offs 3: RA/DEC angular rate (     0.0=NO )                           
Table format    : Comma Separated Values (spreadsheet)
*******************************************************************************
 Date__(UT)__HR:MN, , ,Azi_(a-app), Elev_(a-app),
 2022-Jan-20 15:50,*, ,  14.059339,    75.313800,
 2022-Jan-20 15:55,*, ,   9.468999,    75.523596,
 2022-Jan-20 16:00,*, ,   4.778017,    75.650903,
 2022-Jan-20 16:05,*,e,   0.034944,    75.693505,
 2022-Jan-20 16:10,*,t, 355.291928,    75.650642,
 2022-Jan-20 16:15,*, , 350.601115,    75.523075,
 2022-Jan-20 16:20,*, , 346.011044,    75.313022,
 2022-Jan-20 16:25,*, , 341.563648,    75.023973,
 2022-Jan-20 16:30,*, , 337.292271,    74.660420,
 2022-Jan-20 16:35,*, , 333.220855,    74.227548,
 2022-Jan-20 16:40,*, , 329.364180,    73.730930,
 2022-Jan-20 16:45,*, , 325.728864,    73.176257,
 2022-Jan-20 16:50,*, , 322.314802,    72.569122,
 2022-Jan-20 16:55,*, , 319.116725,    71.914867,
 2022-Jan-20 17:00,*, , 316.125696,    71.218476,
 2022-Jan-20 17:05,*, , 313.330393,    70.484529,
 2022-Jan-20 17:10,*, , 310.718147,    69.717170,
 2022-Jan-20 17:15,*, , 308.275727,    68.920125,
 2022-Jan-20 17:20,*, , 305.989914,    68.096710,
 2022-Jan-20 17:25,*, , 303.847878,    67.249869,
 2022-Jan-20 17:30,*, , 301.837431,    66.382207,
 2022-Jan-20 17:35,*, , 299.947162,    65.496022,
 2022-Jan-20 17:40,*, , 298.166505,    64.593340,
 2022-Jan-20 17:45,*, , 296.485754,    63.675950,
 2022-Jan-20 17:50,*, , 294.896039,    62.745431,
 2022-Jan-20 17:55,*, , 293.389293,    61.803179,
 2022-Jan-20 18:00,*, , 291.958195,    60.850429,
 2022-Jan-20 18:05,*, , 290.596111,    59.888278,
 2022-Jan-20 18:10,*, , 289.297039,    58.917702,
 2022-Jan-20 18:15,*, , 288.055550,    57.939569,
 2022-Jan-20 18:20,*, , 286.866730,    56.954657,
 2022-Jan-20 18:25,*, , 285.726131,    55.963662,
 2022-Jan-20 18:30,*, , 284.629723,    54.967210,
 2022-Jan-20 18:35,*, , 283.573852,    53.965866,
 2022-Jan-20 18:40,*, , 282.555200,    52.960140,
 2022-Jan-20 18:45,*, , 281.570747,    51.950496,
 2022-Jan-20 18:50,*, , 280.617745,    50.937354,
 2022-Jan-20 18:55,*, , 279.693688,    49.921100,
 2022-Jan-20 19:00,*, , 278.796284,    48.902086,
 2022-Jan-20 19:05,*, , 277.923437,    47.880636,
 2022-Jan-20 19:10,*, , 277.073224,    46.857049,
 2022-Jan-20 19:15,*, , 276.243878,    45.831600,
 2022-Jan-20 19:20,*, , 275.433773,    44.804547,
 2022-Jan-20 19:25,*, , 274.641411,    43.776129,
 2022-Jan-20 19:30,*, , 273.865405,    42.746568,
 2022-Jan-20 19:35,*, , 273.104475,    41.716075,
 2022-Jan-20 19:40,*, , 272.357429,    40.684848,
 2022-Jan-20 19:45,*, , 271.623163,    39.653072,
 2022-Jan-20 19:50,*, , 270.900646,    38.620925,
 2022-Jan-20 19:55,*, , 270.188917,    37.588575,
 2022-Jan-20 20:00,*, , 269.487077,    36.556183,
 2022-Jan-20 20:05,*, , 268.794284,    35.523903,
 2022-Jan-20 20:10,*, , 268.109746,    34.491884,
 2022-Jan-20 20:15,*, , 267.432718,    33.460269,
 2022-Jan-20 20:20,*, , 266.762498,    32.429198,
 2022-Jan-20 20:25,*, , 266.098422,    31.398804,
 2022-Jan-20 20:30,*, , 265.439859,    30.369220,
 2022-Jan-20 20:35,*, , 264.786213,    29.340575,
 2022-Jan-20 20:40,*, , 264.136914,    28.312995,
 2022-Jan-20 20:45,*, , 263.491419,    27.286606,
 2022-Jan-20 20:50,*, , 262.849211,    26.261530,
 2022-Jan-20 20:55,*, , 262.209791,    25.237889,
 2022-Jan-20 21:00,*, , 261.572682,    24.215805,
 2022-Jan-20 21:05,*, , 260.937424,    23.195400,
 2022-Jan-20 21:10,*, , 260.303574,    22.176793,
 2022-Jan-20 21:15,*, , 259.670701,    21.160105,
 2022-Jan-20 21:20,*, , 259.038391,    20.145459,
 2022-Jan-20 21:25,*, , 258.406237,    19.132977,
 2022-Jan-20 21:30,*, , 257.773848,    18.122781,
 2022-Jan-20 21:35,*, , 257.140838,    17.114997,
 2022-Jan-20 21:40,*, , 256.506831,    16.109750,
 2022-Jan-20 21:45,*, , 255.871460,    15.107168,
 2022-Jan-20 21:50,*, , 255.234361,    14.107381,
 2022-Jan-20 21:55,*, , 254.595178,    13.110521,
 2022-Jan-20 22:00,*, , 253.953561,    12.116723,
 2022-Jan-20 22:05,*, , 253.309162,    11.126123,
 2022-Jan-20 22:10,*, , 252.661636,    10.138863,
 2022-Jan-20 22:15,*, , 252.010644,     9.155084,
 2022-Jan-20 22:20,*, , 251.355846,     8.174935,
 2022-Jan-20 22:25,*, , 250.696906,     7.198565,
 2022-Jan-20 22:30,*, , 250.033487,     6.226128,
 2022-Jan-20 22:35,*, , 249.365254,     5.257784,
 2022-Jan-20 22:40,*, , 248.691874,     4.293694,
 2022-Jan-20 22:45,*, , 248.013011,     3.334026,
 2022-Jan-20 22:50,*, , 247.328329,     2.378953,
 2022-Jan-20 22:55,*, , 246.637494,     1.428650,
 2022-Jan-20 23:00,*, , 245.940167,     0.483302,
 2022-Jan-20 23:05,*, , 245.236011,    -0.456905,
 2022-Jan-20 23:10,C,s, 244.524685,    -1.391776,
 2022-Jan-20 23:15,C, , 243.805848,    -2.321111,
 2022-Jan-20 23:20,C, , 243.079155,    -3.244703,
 2022-Jan-20 23:25,C, , 242.344263,    -4.162340,
 2022-Jan-20 23:30,C, , 241.600822,    -5.073802,
 2022-Jan-20 23:35,C, , 240.848484,    -5.978861,
 2022-Jan-20 23:40,N, , 240.086897,    -6.877283,
 2022-Jan-20 23:45,N, , 239.315708,    -7.768826,
 2022-Jan-20 23:50,N, , 238.534562,    -8.653239,
 2022-Jan-20 23:55,N, , 237.743101,    -9.530265,
 2022-Jan-21 00:00,N, , 236.940968,   -10.399635,
 2022-Jan-21 00:05,N, , 236.127805,   -11.261075,
 2022-Jan-21 00:10,A, , 235.303252,   -12.114300,
 2022-Jan-21 00:15,A, , 234.466951,   -12.959015,
 2022-Jan-21 00:20,A, , 233.618543,   -13.794918,
 2022-Jan-21 00:25,A, , 232.757670,   -14.621696,
 2022-Jan-21 00:30,A, , 231.883979,   -15.439025,
 2022-Jan-21 00:35,A, , 230.997116,   -16.246573,
 2022-Jan-21 00:40,A, , 230.096736,   -17.043996,
 2022-Jan-21 00:45,A, , 229.182494,   -17.830942,
 2022-Jan-21 00:50, , , 228.254054,   -18.607046,
 2022-Jan-21 00:55, , , 227.311089,   -19.371934,
 2022-Jan-21 01:00, , , 226.353279,   -20.125222,
 2022-Jan-21 01:05, , , 225.380315,   -20.866513,
 2022-Jan-21 01:10, , , 224.391902,   -21.595404,
 2022-Jan-21 01:15, ,m, 223.387758,   -22.311478,
 2022-Jan-21 01:20, ,m, 222.367620,   -23.014310,
 2022-Jan-21 01:25, ,m, 221.331241,   -23.703464,
 2022-Jan-21 01:30, ,m, 220.278397,   -24.378495,
 2022-Jan-21 01:35, ,m, 219.208887,   -25.038951,
 2022-Jan-21 01:40, ,m, 218.122536,   -25.684369,
 2022-Jan-21 01:45, ,m, 217.019198,   -26.314279,
 2022-Jan-21 01:50, ,m, 215.898759,   -26.928205,
 2022-Jan-21 01:55, ,m, 214.761137,   -27.525664,
 2022-Jan-21 02:00, ,m, 213.606291,   -28.106168,
 2022-Jan-21 02:05, ,m, 212.434218,   -28.669225,
 2022-Jan-21 02:10, ,m, 211.244958,   -29.214339,
 2022-Jan-21 02:15, ,m, 210.038599,   -29.741014,
 2022-Jan-21 02:20, ,m, 208.815275,   -30.248751,
 2022-Jan-21 02:25, ,m, 207.575173,   -30.737057,
 2022-Jan-21 02:30, ,m, 206.318535,   -31.205436,
 2022-Jan-21 02:35, ,m, 205.045656,   -31.653402,
 2022-Jan-21 02:40, ,m, 203.756892,   -32.080473,
 2022-Jan-21 02:45, ,m, 202.452659,   -32.486175,
 2022-Jan-21 02:50, ,m, 201.133432,   -32.870047,
 2022-Jan-21 02:55, ,m, 199.799749,   -33.231639,
 2022-Jan-21 03:00, ,m, 198.452211,   -33.570516,
 2022-Jan-21 03:05, ,m, 197.091480,   -33.886260,
 2022-Jan-21 03:10, ,m, 195.718281,   -34.178475,
 2022-Jan-21 03:15, ,m, 194.333397,   -34.446783,
 2022-Jan-21 03:20, ,m, 192.937672,   -34.690832,
 2022-Jan-21 03:25, ,m, 191.532003,   -34.910296,
 2022-Jan-21 03:30, ,m, 190.117340,   -35.104876,
 2022-Jan-21 03:35, ,m, 188.694683,   -35.274304,
 2022-Jan-21 03:40, ,m, 187.265074,   -35.418341,
 2022-Jan-21 03:45, ,m, 185.829596,   -35.536785,
 2022-Jan-21 03:50, ,m, 184.389363,   -35.629466,
 2022-Jan-21 03:55, ,m, 182.945517,   -35.696250,
 2022-Jan-21 04:00, ,m, 181.499224,   -35.737042,
 2022-Jan-21 04:05, ,m, 180.051661,   -35.751781,
 2022-Jan-21 04:10, ,m, 178.604013,   -35.740446,
 2022-Jan-21 04:15, ,m, 177.157467,   -35.703053,
 2022-Jan-21 04:20, ,m, 175.713201,   -35.639658,
 2022-Jan-21 04:25, ,m, 174.272382,   -35.550351,
 2022-Jan-21 04:30, ,m, 172.836156,   -35.435262,
 2022-Jan-21 04:35, ,m, 171.405642,   -35.294555,
 2022-Jan-21 04:40, ,m, 169.981926,   -35.128429,
 2022-Jan-21 04:45, ,m, 168.566056,   -34.937118,
 2022-Jan-21 04:50, ,m, 167.159038,   -34.720886,
 2022-Jan-21 04:55, ,m, 165.761829,   -34.480027,
 2022-Jan-21 05:00, ,m, 164.375332,   -34.214866,
 2022-Jan-21 05:05, ,m, 163.000399,   -33.925750,
 2022-Jan-21 05:10, ,m, 161.637821,   -33.613053,
 2022-Jan-21 05:15, ,m, 160.288329,   -33.277171,
 2022-Jan-21 05:20, ,m, 158.952595,   -32.918519,
 2022-Jan-21 05:25, ,m, 157.631228,   -32.537528,
 2022-Jan-21 05:30, ,m, 156.324772,   -32.134647,
 2022-Jan-21 05:35, ,m, 155.033713,   -31.710336,
 2022-Jan-21 05:40, ,m, 153.758473,   -31.265068,
 2022-Jan-21 05:45, ,m, 152.499415,   -30.799322,
 2022-Jan-21 05:50, ,m, 151.256842,   -30.313586,
 2022-Jan-21 05:55, ,m, 150.031004,   -29.808353,
 2022-Jan-21 06:00, ,m, 148.822093,   -29.284119,
 2022-Jan-21 06:05, ,m, 147.630251,   -28.741380,
 2022-Jan-21 06:10, ,m, 146.455572,   -28.180633,
 2022-Jan-21 06:15, ,m, 145.298100,   -27.602374,
 2022-Jan-21 06:20, ,m, 144.157838,   -27.007097,
 2022-Jan-21 06:25, ,m, 143.034750,   -26.395288,
 2022-Jan-21 06:30, ,m, 141.928759,   -25.767434,
 2022-Jan-21 06:35, ,m, 140.839754,   -25.124009,
 2022-Jan-21 06:40, ,m, 139.767594,   -24.465487,
 2022-Jan-21 06:45, ,m, 138.712106,   -23.792329,
 2022-Jan-21 06:50, ,m, 137.673093,   -23.104990,
 2022-Jan-21 06:55, ,m, 136.650332,   -22.403916,
 2022-Jan-21 07:00, ,m, 135.643580,   -21.689544,
 2022-Jan-21 07:05, ,m, 134.652575,   -20.962301,
 2022-Jan-21 07:10, ,m, 133.677037,   -20.222604,
 2022-Jan-21 07:15, ,m, 132.716672,   -19.470860,
 2022-Jan-21 07:20, ,m, 131.771172,   -18.707465,
 2022-Jan-21 07:25,A,m, 130.840220,   -17.932805,
 2022-Jan-21 07:30,A,m, 129.923486,   -17.147257,
 2022-Jan-21 07:35,A,m, 129.020637,   -16.351185,
 2022-Jan-21 07:40,A,m, 128.131328,   -15.544945,
 2022-Jan-21 07:45,A,m, 127.255212,   -14.728880,
 2022-Jan-21 07:50,A,m, 126.391938,   -13.903326,
 2022-Jan-21 07:55,A,m, 125.541150,   -13.068606,
 2022-Jan-21 08:00,A,m, 124.702491,   -12.225036,
 2022-Jan-21 08:05,N,m, 123.875602,   -11.372919,
 2022-Jan-21 08:10,N,m, 123.060123,   -10.512551,
 2022-Jan-21 08:15,N,m, 122.255694,    -9.644219,
 2022-Jan-21 08:20,N,m, 121.461956,    -8.768198,
 2022-Jan-21 08:25,N,m, 120.678550,    -7.884758,
 2022-Jan-21 08:30,N,m, 119.905119,    -6.994159,
 2022-Jan-21 08:35,N,m, 119.141306,    -6.096651,
 2022-Jan-21 08:40,C,m, 118.386756,    -5.192478,
 2022-Jan-21 08:45,C,m, 117.641117,    -4.281875,
 2022-Jan-21 08:50,C,m, 116.904039,    -3.365072,
 2022-Jan-21 08:55,C,m, 116.175172,    -2.442290,
 2022-Jan-21 09:00,C,m, 115.454169,    -1.513742,
 2022-Jan-21 09:05,*,r, 114.740686,    -0.579636,
 2022-Jan-21 09:10,*,m, 114.034379,     0.359827,
 2022-Jan-21 09:15,*,m, 113.334907,     1.304452,
 2022-Jan-21 09:20,*,m, 112.641929,     2.254049,
 2022-Jan-21 09:25,*,m, 111.955108,     3.208435,
 2022-Jan-21 09:30,*,m, 111.274106,     4.167431,
 2022-Jan-21 09:35,*,m, 110.598585,     5.130866,
 2022-Jan-21 09:40,*,m, 109.928210,     6.098569,
 2022-Jan-21 09:45,*,m, 109.262643,     7.070378,
 2022-Jan-21 09:50,*,m, 108.601549,     8.046133,
 2022-Jan-21 09:55,*,m, 107.944589,     9.025679,
 2022-Jan-21 10:00,*,m, 107.291425,    10.008865,
 2022-Jan-21 10:05,*,m, 106.641716,    10.995543,
 2022-Jan-21 10:10,*,m, 105.995120,    11.985568,
 2022-Jan-21 10:15,*,m, 105.351291,    12.978800,
 2022-Jan-21 10:20,*,m, 104.709879,    13.975100,
 2022-Jan-21 10:25,*,m, 104.070531,    14.974332,
 2022-Jan-21 10:30,*,m, 103.432889,    15.976365,
 2022-Jan-21 10:35,*,m, 102.796589,    16.981066,
 2022-Jan-21 10:40,*,m, 102.161260,    17.988307,
 2022-Jan-21 10:45,*,m, 101.526523,    18.997961,
 2022-Jan-21 10:50,*,m, 100.891993,    20.009902,
 2022-Jan-21 10:55,*,m, 100.257274,    21.024007,
 2022-Jan-21 11:00,*,m,  99.621958,    22.040151,
 2022-Jan-21 11:05,*,m,  98.985627,    23.058212,
 2022-Jan-21 11:10,*,m,  98.347850,    24.078068,
 2022-Jan-21 11:15,*,m,  97.708180,    25.099596,
 2022-Jan-21 11:20,*,m,  97.066155,    26.122676,
 2022-Jan-21 11:25,*,m,  96.421294,    27.147183,
 2022-Jan-21 11:30,*,m,  95.773098,    28.172994,
 2022-Jan-21 11:35,*,m,  95.121045,    29.199985,
 2022-Jan-21 11:40,*,m,  94.464590,    30.228030,
 2022-Jan-21 11:45,*,m,  93.803161,    31.257000,
 2022-Jan-21 11:50,*,m,  93.136158,    32.286765,
 2022-Jan-21 11:55,*,m,  92.462948,    33.317192,
 2022-Jan-21 12:00,*,m,  91.782864,    34.348143,
 2022-Jan-21 12:05,*,m,  91.095201,    35.379478,
 2022-Jan-21 12:10,*,m,  90.399211,    36.411052,
 2022-Jan-21 12:15,*,m,  89.694099,    37.442714,
 2022-Jan-21 12:20,*, ,  88.979021,    38.474307,
 2022-Jan-21 12:25,*, ,  88.253075,    39.505670,
 2022-Jan-21 12:30,*, ,  87.515297,    40.536629,
 2022-Jan-21 12:35,*, ,  86.764655,    41.567007,
 2022-Jan-21 12:40,*, ,  86.000041,    42.596614,
 2022-Jan-21 12:45,*, ,  85.220264,    43.625249,
 2022-Jan-21 12:50,*, ,  84.424040,    44.652700,
 2022-Jan-21 12:55,*, ,  83.609984,    45.678739,
 2022-Jan-21 13:00,*, ,  82.776596,    46.703125,
 2022-Jan-21 13:05,*, ,  81.922251,    47.725597,
 2022-Jan-21 13:10,*, ,  81.045186,    48.745875,
 2022-Jan-21 13:15,*, ,  80.143481,    49.763655,
 2022-Jan-21 13:20,*, ,  79.215044,    50.778610,
 2022-Jan-21 13:25,*, ,  78.257592,    51.790383,
 2022-Jan-21 13:30,*, ,  77.268628,    52.798582,
 2022-Jan-21 13:35,*, ,  76.245417,    53.802783,
 2022-Jan-21 13:40,*, ,  75.184959,    54.802515,
 2022-Jan-21 13:45,*, ,  74.083957,    55.797263,
 2022-Jan-21 13:50,*, ,  72.938785,    56.786456,
 2022-Jan-21 13:55,*, ,  71.745449,    57.769462,
 2022-Jan-21 14:00,*, ,  70.499546,    58.745577,
 2022-Jan-21 14:05,*, ,  69.196219,    59.714019,
 2022-Jan-21 14:10,*, ,  67.830109,    60.673911,
 2022-Jan-21 14:15,*, ,  66.395299,    61.624272,
 2022-Jan-21 14:20,*, ,  64.885264,    62.564001,
 2022-Jan-21 14:25,*, ,  63.292811,    63.491857,
 2022-Jan-21 14:30,*, ,  61.610035,    64.406440,
 2022-Jan-21 14:35,*, ,  59.828260,    65.306172,
 2022-Jan-21 14:40,*, ,  57.938016,    66.189264,
 2022-Jan-21 14:45,*, ,  55.929022,    67.053697,
 2022-Jan-21 14:50,*, ,  53.790206,    67.897181,
 2022-Jan-21 14:55,*, ,  51.509780,    68.717130,
 2022-Jan-21 15:00,*, ,  49.075382,    69.510629,
 2022-Jan-21 15:05,*, ,  46.474322,    70.274394,
 2022-Jan-21 15:10,*, ,  43.693966,    71.004754,
 2022-Jan-21 15:15,*, ,  40.722282,    71.697628,
 2022-Jan-21 15:20,*, ,  37.548600,    72.348526,
 2022-Jan-21 15:25,*, ,  34.164602,    72.952566,
 2022-Jan-21 15:30,*, ,  30.565532,    73.504533,
 2022-Jan-21 15:35,*, ,  26.751595,    73.998978,
 2022-Jan-21 15:40,*, ,  22.729413,    74.430366,
 2022-Jan-21 15:45,*, ,  18.513350,    74.793282,
 2022-Jan-21 15:50,*, ,  14.126429,    75.082688,
 2022-Jan-21 15:55,*, ,   9.600550,    75.294213,
 2022-Jan-21 16:00,*, ,   4.975735,    75.424442,
 2022-Jan-21 16:05,*, ,   0.298302,    75.471173,
 2022-Jan-21 16:10,*,t, 355.618098,    75.433598,
 2022-Jan-21 16:15,*, , 350.985160,    75.312364,
 2022-Jan-21 16:20,*, , 346.446345,    75.109527,
 2022-Jan-21 16:25,*, , 342.042472,    74.828375,
 2022-Jan-21 16:30,*, , 337.806390,    74.473191,
 2022-Jan-21 16:35,*, , 333.762104,    74.048950,
 2022-Jan-21 16:40,*, , 329.924895,    73.561038,
 2022-Jan-21 16:45,*, , 326.302174,    73.014987,
 2022-Jan-21 16:50,*, , 322.894780,    72.416265,
 2022-Jan-21 16:55,*, , 319.698433,    71.770115,
 2022-Jan-21 17:00,*, , 316.705141,    71.081460,
 2022-Jan-21 17:05,*, , 313.904442,    70.354833,
 2022-Jan-21 17:10,*, , 311.284412,    69.594360,
 2022-Jan-21 17:15,*, , 308.832452,    68.803758,
 2022-Jan-21 17:20,*, , 306.535857,    67.986348,
 2022-Jan-21 17:25,*, , 304.382215,    67.145087,
 2022-Jan-21 17:30,*, , 302.359667,    66.282595,
 2022-Jan-21 17:35,*, , 300.457057,    65.401191,
 2022-Jan-21 17:40,*, , 298.664016,    64.502924,
 2022-Jan-21 17:45,*, , 296.970983,    63.589604,
 2022-Jan-21 17:50,*, , 295.369200,    62.662833,
 2022-Jan-21 17:55,*, , 293.850676,    61.724029,
 2022-Jan-21 18:00,*, , 292.408144,    60.774447,
 2022-Jan-21 18:05,*, , 291.035007,    59.815205,
 2022-Jan-21 18:10,*, , 289.725286,    58.847296,
 2022-Jan-21 18:15,*, , 288.473562,    57.871606,
 2022-Jan-21 18:20,*, , 287.274925,    56.888928,
 2022-Jan-21 18:25,*, , 286.124925,    55.899973,
 2022-Jan-21 18:30,*, , 285.019526,    54.905380,
 2022-Jan-21 18:35,*, , 283.955062,    53.905727,
 2022-Jan-21 18:40,*, , 282.928203,    52.901535,
 2022-Jan-21 18:45,*, , 281.935918,    51.893278,
 2022-Jan-21 18:50,*, , 280.975443,    50.881386,
 2022-Jan-21 18:55,*, , 280.044258,    49.866254,
 2022-Jan-21 19:00,*, , 279.140055,    48.848241,
 2022-Jan-21 19:05,*, , 278.260724,    47.827678,
 2022-Jan-21 19:10,*, , 277.404328,    46.804872,
 2022-Jan-21 19:15,*, , 276.569085,    45.780103,
 2022-Jan-21 19:20,*, , 275.753357,    44.753636,
 2022-Jan-21 19:25,*, , 274.955632,    43.725712,
 2022-Jan-21 19:30,*, , 274.174511,    42.696562,
 2022-Jan-21 19:35,*, , 273.408701,    41.666398,
 2022-Jan-21 19:40,*, , 272.657000,    40.635423,
 2022-Jan-21 19:45,*, , 271.918292,    39.603826,
 2022-Jan-21 19:50,*, , 271.191537,    38.571787,
 2022-Jan-21 19:55,*, , 270.475764,    37.539478,
 2022-Jan-21 20:00,*, , 269.770065,    36.507064,
 2022-Jan-21 20:05,*, , 269.073590,    35.474700,
 2022-Jan-21 20:10,*, , 268.385537,    34.442537,
 2022-Jan-21 20:15,*, , 267.705155,    33.410722,
 2022-Jan-21 20:20,*, , 267.031734,    32.379394,
 2022-Jan-21 20:25,*, , 266.364603,    31.348691,
 2022-Jan-21 20:30,*, , 265.703125,    30.318746,
 2022-Jan-21 20:35,*, , 265.046697,    29.289689,
 2022-Jan-21 20:40,*, , 264.394745,    28.261649,
 2022-Jan-21 20:45,*, , 263.746719,    27.234751,
 2022-Jan-21 20:50,*, , 263.102097,    26.209120,
 2022-Jan-21 20:55,*, , 262.460375,    25.184880,
 2022-Jan-21 21:00,*, , 261.821071,    24.162152,
 2022-Jan-21 21:05,*, , 261.183721,    23.141058,
 2022-Jan-21 21:10,*, , 260.547878,    22.121720,
 2022-Jan-21 21:15,*, , 259.913107,    21.104259,
 2022-Jan-21 21:20,*, , 259.278989,    20.088799,
 2022-Jan-21 21:25,*, , 258.645115,    19.075460,
 2022-Jan-21 21:30,*, , 258.011089,    18.064368,
 2022-Jan-21 21:35,*, , 257.376522,    17.055647,
 2022-Jan-21 21:40,*, , 256.741035,    16.049424,
 2022-Jan-21 21:45,*, , 256.104258,    15.045826,
 2022-Jan-21 21:50,*, , 255.465824,    14.044984,
 2022-Jan-21 21:55,*, , 254.825374,    13.047030,
 2022-Jan-21 22:00,*, , 254.182554,    12.052099,
 2022-Jan-21 22:05,*, , 253.537015,    11.060327,
 2022-Jan-21 22:10,*, , 252.888408,    10.071856,
 2022-Jan-21 22:15,*, , 252.236392,     9.086828,
 2022-Jan-21 22:20,*, , 251.580625,     8.105391,
 2022-Jan-21 22:25,*, , 250.920766,     7.127694,
 2022-Jan-21 22:30,*, , 250.256478,     6.153893,
 2022-Jan-21 22:35,*, , 249.587424,     5.184144,
 2022-Jan-21 22:40,*, , 248.913265,     4.218612,
 2022-Jan-21 22:45,*, , 248.233666,     3.257462,
 2022-Jan-21 22:50,*, , 247.548287,     2.300867,
 2022-Jan-21 22:55,*, , 246.856791,     1.349004,
 2022-Jan-21 23:00,*, , 246.158837,     0.402056,
 2022-Jan-21 23:05,*, , 245.454085,    -0.539790,
 2022-Jan-21 23:10,C,s, 244.742192,    -1.476340,
 2022-Jan-21 23:15,C, , 244.022814,    -2.407394,
 2022-Jan-21 23:20,C, , 243.295604,    -3.332746,
 2022-Jan-21 23:25,C, , 242.560214,    -4.252183,
 2022-Jan-21 23:30,C, , 241.816294,    -5.165484,
 2022-Jan-21 23:35,N, , 241.063490,    -6.072424,
 2022-Jan-21 23:40,N, , 240.301449,    -6.972768,
 2022-Jan-21 23:45,N, , 239.529813,    -7.866273,
 2022-Jan-21 23:50,N, , 238.748224,    -8.752690,
 2022-Jan-21 23:55,N, , 237.956322,    -9.631760,
 2022-Jan-22 00:00,N, , 237.153746,   -10.503216,
 2022-Jan-22 00:05,N, , 236.340132,   -11.366782,
 2022-Jan-22 00:10,A, , 235.515119,   -12.222174,
 2022-Jan-22 00:15,A, , 234.678342,   -13.069098,
 2022-Jan-22 00:20,A, , 233.829439,   -13.907250,
 2022-Jan-22 00:25,A, , 232.968048,   -14.736316,
 2022-Jan-22 00:30,A, , 232.093809,   -15.555975,
 2022-Jan-22 00:35,A, , 231.206367,   -16.365891,
 2022-Jan-22 00:40,A, , 230.305368,   -17.165723,
 2022-Jan-22 00:45,A, , 229.390464,   -17.955115,
 2022-Jan-22 00:50, , , 228.461313,   -18.733703,
 2022-Jan-22 00:55, , , 227.517580,   -19.501111,
 2022-Jan-22 01:00, , , 226.558942,   -20.256956,
 2022-Jan-22 01:05, , , 225.585083,   -21.000839,
 2022-Jan-22 01:10, , , 224.595700,   -21.732354,
 2022-Jan-22 01:15, , , 223.590507,   -22.451084,
